driver_id,total_fare,avg_distance
51,504.75,22.62166666666667
7,691.82,23.174444444444443
54,380.54999999999995,18.2225
15,511.35999999999996,18.874285714285715
11,638.5899999999999,32.5525
29,250.58,28.618000000000002
69,201.95,28.13
42,394.38,30.5175
87,717.3199999999999,27.44875
73,274.45,28.424999999999997
64,588.88,29.993999999999993
3,415.8,29.345000000000002
30,118.22,12.754999999999999
34,225.55,14.202499999999999
59,606.71,18.369999999999997
8,472.39,26.93285714285714
28,554.3499999999999,25.467499999999998
22,524.98,37.78666666666667
85,472.02,29.974285714285713
16,335.8,26.6
35,283.56,23.215
52,79.67,8.42
71,382.25,13.707999999999998
98,847.16,22.01181818181818
99,444.26,27.466250000000002
47,800.77,27.903750000000002
96,435.58,23.900000000000002
43,384.36,31.653999999999996
5,1103.0499999999997,30.933846153846154
31,249.13,18.462
100,230.17000000000002,39.56333333333333
18,280.18,31.485
70,492.21000000000004,36.098
27,367.21000000000004,16.368333333333336
61,232.09,31.376666666666665
75,580.34,26.220000000000002
17,407.96,26.8
26,443.93,28.535
46,700.4100000000001,33.76285714285714
78,527.0999999999999,27.268333333333334
77,274.59000000000003,25.026666666666667
89,557.5999999999999,36.53090909090909
6,408.32000000000005,33.15166666666667
60,233.71999999999997,35.86
68,368.77,38.013333333333335
90,133.49,13.93
19,459.53,20.431428571428572
23,628.3799999999999,20.687142857142856
41,182.79000000000002,23.5225
55,572.46,27.871428571428574
93,459.90999999999997,17.145714285714288
95,548.4,24.744285714285713
38,268.24,23.323333333333334
40,481.11000000000007,32.535000000000004
25,276.1,17.467499999999998
44,357.22,23.669999999999998
82,585.31,36.04857142857143
53,533.31,23.09166666666667
92,332.57,16.9925
86,710.6,24.977777777777778
58,318.3,16.3125
81,193.41,22.39
33,479.9100000000001,14.899999999999999
48,592.13,33.63
97,559.03,25.407142857142862
67,143.67000000000002,19.44333333333333
84,221.22000000000003,11.263333333333334
79,356.95,10.148333333333333
24,312.31,17.6025
9,637.38,28.502500000000005
32,288.87,11.449999999999998
88,370.76,17.648
1,739.49,28.981999999999992
20,392.95000000000005,22.427999999999997
56,337.82000000000005,25.805714285714284
36,462.15,23.525000000000002
10,135.3,36.28333333333333
37,496.38,17.71333333333333
49,284.44,35.61333333333334
63,225.3,22.792499999999997
65,393.52,28.5
4,682.5799999999999,27.92777777777778
39,856.3499999999999,31.818181818181817
62,490.44,28.834444444444443
12,778.9199999999998,25.436666666666667
83,488.12,21.225
13,284.3,14.746666666666664
14,381.58000000000004,31.97
21,79.3,14.0
66,549.97,13.543333333333335
91,500.91999999999996,14.077499999999999
94,730.2499999999999,27.367499999999996
72,296.92,23.572499999999998
74,767.3199999999999,25.073333333333334
76,447.87,29.09166666666667
2,818.99,19.84111111111111
80,585.87,33.72571428571429
50,548.26,24.97
45,261.47,28.286666666666665
57,214.87,32.04666666666667
