driver_id,total_fare,avg_distance
51,313.37,18.130000000000003
7,277.14,17.315999999999995
54,305.95,20.763333333333332
15,328.52,24.387999999999998
11,488.22999999999996,32.17166666666667
29,162.91,35.873333333333335
69,56.55,30.494999999999997
42,143.01,36.87
87,516.05,30.284000000000002
73,154.95,32.989999999999995
64,456.17,27.527499999999996
3,260.67,25.512500000000003
34,153.44,17.986666666666665
59,331.86,15.075999999999999
8,458.77,25.436666666666667
28,261.15,23.134999999999998
22,268.97,33.27
85,115.72999999999999,32.126666666666665
16,335.8,26.6
35,194.48000000000002,19.038
52,40.79,9.7
71,382.25,13.707999999999998
98,323.43,28.436
99,199.28,26.19
47,442.54,26.046
96,322.95,20.610000000000003
43,188.7,39.93666666666667
5,516.2299999999999,26.921428571428574
31,111.55,14.935
100,105.23,34.445
18,178.58,25.626666666666665
70,372.82000000000005,43.9175
27,246.38000000000002,17.4925
61,222.96,31.104999999999997
75,266.67,22.03
17,130.79,25.71
26,332.62,33.84666666666667
46,475.37,32.775999999999996
78,507.8399999999999,25.944
77,71.4,12.89
89,284.92999999999995,37.1
6,370.33000000000004,35.434000000000005
60,178.04999999999998,32.985
68,368.77,38.013333333333335
90,133.49,13.93
19,142.71,23.50333333333333
23,520.8499999999999,20.41333333333333
41,123.43,24.73
55,431.07,32.30833333333334
93,271.64,13.872
95,525.86,26.346666666666664
38,148.93,17.48
40,208.67000000000002,38.72666666666667
25,151.94,19.925
44,217.78,33.77333333333333
82,321.82,33.1
53,429.52,21.028
92,206.56,19.636666666666667
86,284.59000000000003,24.79
58,142.57,18.055
81,63.01,7.88
33,331.45000000000005,14.719999999999999
48,355.27,38.828
97,528.8299999999999,23.63166666666667
67,143.67000000000002,19.44333333333333
84,113.08000000000001,14.95
79,135.62,7.8133333333333335
24,203.84,21.02333333333333
9,354.87,28.6475
32,147.31,8.934999999999999
88,370.76,17.648
1,525.51,30.5525
20,345.78000000000003,26.784999999999997
56,290.81000000000006,27.380000000000003
36,417.52,21.696
37,402.51,19.33
49,79.11,41.21
63,225.3,22.792499999999997
65,338.88,24.7825
4,301.28,36.334
39,434.28999999999996,28.135
62,315.18,29.48857142857143
12,514.0999999999999,25.39
83,426.85,21.092000000000002
13,251.37,10.719999999999999
14,100.54,35.39
21,79.3,14.0
66,463.11,12.448
91,239.82,25.415
94,497.4,34.528
72,168.17000000000002,24.48
74,501.14,32.194
76,111.69,49.8
2,293.2,20.2825
80,440.40999999999997,33.2
50,285.84,18.4575
45,261.47,28.286666666666665
57,121.78,35.435
