driver_id,total_fare,avg_distance
51,842.0300000000001,25.002000000000002
7,704.11,24.772
54,428.36999999999995,19.81
15,550.8399999999999,20.07777777777778
11,778.7399999999999,33.715555555555554
29,345.96000000000004,31.49666666666667
69,201.95,28.13
42,530.91,28.607999999999997
87,776.9499999999999,24.985555555555557
73,401.35,28.287142857142857
64,588.88,29.993999999999993
3,707.2,30.030000000000005
30,256.0,21.5775
34,335.36,14.714999999999998
59,620.61,19.452222222222222
8,706.8199999999999,23.217777777777776
28,641.3899999999999,27.88111111111111
22,524.98,37.78666666666667
85,472.02,29.974285714285713
16,456.68,21.923333333333332
35,380.06,24.455714285714286
52,79.67,8.42
71,570.25,19.18285714285714
98,870.3299999999999,21.305
99,579.57,26.159000000000002
47,913.5799999999999,29.58888888888889
96,623.6999999999999,22.42428571428572
43,507.29,30.27666666666666
5,1142.0199999999998,31.799285714285713
31,492.54,21.8375
100,395.95,37.794
18,280.18,31.485
70,818.64,34.53875
27,546.0600000000001,14.406250000000002
61,232.09,31.376666666666665
75,921.5100000000001,24.1875
17,490.09,28.25714285714286
26,464.69,25.262
46,805.2900000000001,30.4125
78,542.8799999999999,25.19714285714286
77,343.1,21.58
89,706.2599999999999,34.83416666666667
6,661.9800000000001,31.6875
60,402.86,26.666000000000004
68,368.77,38.013333333333335
90,313.72,19.745
19,459.53,20.431428571428572
23,628.3799999999999,20.687142857142856
41,594.08,26.51625
55,782.23,30.19777777777778
93,459.90999999999997,17.145714285714288
95,731.54,23.26222222222222
38,407.31000000000006,23.002
40,481.11000000000007,32.535000000000004
25,276.1,17.467499999999998
44,357.22,23.669999999999998
82,720.76,36.43875
53,625.81,24.64428571428572
92,461.04999999999995,23.426
86,710.6,24.977777777777778
58,512.49,20.30666666666667
81,193.41,22.39
33,479.9100000000001,14.899999999999999
48,608.02,31.391111111111115
97,559.03,25.407142857142862
67,143.67000000000002,19.44333333333333
84,221.22000000000003,11.263333333333334
79,356.95,10.148333333333333
24,350.48,20.907999999999998
9,637.38,28.502500000000005
32,440.83000000000004,19.694
88,519.2,20.011666666666667
1,739.49,28.981999999999992
20,392.95000000000005,22.427999999999997
56,337.82000000000005,25.805714285714284
36,462.15,23.525000000000002
10,135.3,36.28333333333333
37,678.11,19.422499999999996
49,381.85,36.634
63,369.9,22.951999999999998
65,429.78999999999996,28.838333333333335
4,682.5799999999999,27.92777777777778
39,957.2299999999999,32.108333333333334
62,555.45,30.814999999999998
12,961.5799999999999,24.017272727272726
83,638.97,20.97125
13,284.3,14.746666666666664
14,639.6100000000001,31.305714285714284
21,308.52,26.853333333333335
66,677.4100000000001,13.80857142857143
91,632.53,17.481666666666666
94,809.9099999999999,28.39222222222222
72,404.58000000000004,30.698333333333334
74,767.3199999999999,25.073333333333334
76,455.86,26.865714285714287
2,955.2,20.948
80,585.87,33.72571428571429
50,676.12,24.928571428571427
45,563.91,30.666666666666668
57,226.83,32.265
