driver_id,total_fare,avg_distance
51,27.81,1.84
7,196.0,11.51
15,220.01,23.333333333333332
11,312.21999999999997,31.9075
29,20.88,28.98
42,143.01,36.87
73,105.87,46.205
64,78.6,45.66
3,119.42,2.77
34,71.55,25.314999999999998
59,64.9,5.98
8,333.17,19.6375
28,64.25,3.28
22,105.79,11.78
85,75.63,30.09
16,228.07,25.883333333333336
35,63.05,24.41
71,129.12,12.045
98,298.12,24.2775
47,139.29,10.405000000000001
96,159.81,25.395
43,26.41,45.27
5,151.21,29.839999999999996
18,54.69,31.27
27,146.51000000000002,19.56
61,88.56,25.84
75,42.82,27.64
26,67.63,44.88
46,224.76,23.35
78,315.05999999999995,20.169999999999998
77,71.4,12.89
89,34.769999999999996,42.72
6,230.26000000000002,38.6375
60,178.04999999999998,32.985
68,100.3,38.62
90,20.28,13.11
23,18.14,6.14
41,37.28,33.82
55,291.94,31.042500000000004
93,82.28,7.64
95,157.13,30.085
40,113.72,45.61
25,151.94,19.925
44,217.78,33.77333333333333
82,132.72,25.424999999999997
53,108.59,29.72
92,108.74,9.71
86,153.7,37.379999999999995
58,128.84,18.36
33,211.02,1.795
48,164.07999999999998,26.12
97,235.73,29.040000000000003
67,102.18,14.27
79,79.93,8.01
24,167.59,16.29
9,6.62,13.99
88,320.03,18.8175
1,155.01,39.925
56,27.77,34.32
36,175.15,25.93
37,157.28,28.055
49,79.11,41.21
4,141.62,37.46333333333333
62,138.98000000000002,25.485
12,108.08,19.02
83,317.75,30.243333333333336
13,127.02,19.27
21,79.3,14.0
66,285.03999999999996,13.483333333333334
91,106.02,2.03
94,139.56,35.73
72,58.99,43.68
74,68.88,6.85
76,111.69,49.8
2,140.54,34.21
80,157.32999999999998,36.05
45,7.84,30.72
57,121.78,35.435
