driver_id,total_fare,avg_distance
51,461.1,17.214000000000002
7,558.98,24.12625
54,380.54999999999995,18.2225
15,402.79999999999995,20.813333333333333
11,488.22999999999996,32.17166666666667
29,231.86,31.415
69,106.06,32.75333333333333
42,246.14999999999998,36.086666666666666
87,527.8,32.19166666666667
73,213.77999999999997,27.653999999999996
64,588.88,29.993999999999993
3,415.8,29.345000000000002
30,40.18,11.5
34,153.44,17.986666666666665
59,415.58000000000004,13.818333333333333
8,458.77,25.436666666666667
28,322.67999999999995,24.455
22,378.73,36.786
85,294.15999999999997,31.788
16,335.8,26.6
35,194.48000000000002,19.038
52,40.79,9.7
71,382.25,13.707999999999998
98,605.27,23.9175
99,359.5,27.41857142857143
47,800.77,27.903750000000002
96,435.58,23.900000000000002
43,275.07,34.36
5,804.0699999999998,30.18
31,203.39,13.323333333333332
100,230.17000000000002,39.56333333333333
18,178.58,25.626666666666665
70,492.21000000000004,36.098
27,246.38000000000002,17.4925
61,222.96,31.104999999999997
75,475.14,17.612000000000002
17,256.65999999999997,26.275000000000002
26,332.62,33.84666666666667
46,621.6700000000001,33.266666666666666
78,507.8399999999999,25.944
77,71.4,12.89
89,396.9,38.213750000000005
6,370.33000000000004,35.434000000000005
60,233.71999999999997,35.86
68,368.77,38.013333333333335
90,133.49,13.93
19,308.02,19.869999999999997
23,628.3799999999999,20.687142857142856
41,123.43,24.73
55,572.46,27.871428571428574
93,459.90999999999997,17.145714285714288
95,548.4,24.744285714285713
38,268.24,23.323333333333334
40,334.82000000000005,39.835
25,233.93,21.636666666666667
44,329.18,28.412499999999998
82,450.53999999999996,35.915
53,429.52,21.028
92,332.57,16.9925
86,465.67,26.22
58,258.0,16.150000000000002
81,63.01,7.88
33,331.45000000000005,14.719999999999999
48,488.24,36.84142857142858
97,528.8299999999999,23.63166666666667
67,143.67000000000002,19.44333333333333
84,221.22000000000003,11.263333333333334
79,244.75,7.2675
24,312.31,17.6025
9,524.3100000000001,26.750000000000004
32,147.31,8.934999999999999
88,370.76,17.648
1,642.69,29.435555555555553
20,345.78000000000003,26.784999999999997
56,303.40000000000003,26.25
36,462.15,23.525000000000002
10,49.07,40.489999999999995
37,496.38,17.71333333333333
49,135.4,38.58
63,225.3,22.792499999999997
65,338.88,24.7825
4,447.59999999999997,31.080000000000002
39,609.08,29.195
62,415.13,27.626250000000002
12,649.9199999999998,23.083750000000002
83,426.85,21.092000000000002
13,251.37,10.719999999999999
14,272.1,28.2175
21,79.3,14.0
66,463.11,12.448
91,239.82,25.415
94,497.4,34.528
72,296.92,23.572499999999998
74,633.43,22.49125
76,389.34000000000003,30.208000000000006
2,293.2,20.2825
80,585.87,33.72571428571429
50,548.26,24.97
45,261.47,28.286666666666665
57,121.78,35.435
