driver_id,total_fare,avg_distance
51,461.1,17.214000000000002
7,691.82,23.174444444444443
54,380.54999999999995,18.2225
15,511.35999999999996,18.874285714285715
11,547.0699999999999,34.63
29,250.58,28.618000000000002
69,201.95,28.13
42,246.14999999999998,36.086666666666666
87,580.42,30.150000000000002
73,213.77999999999997,27.653999999999996
64,588.88,29.993999999999993
3,415.8,29.345000000000002
30,40.18,11.5
34,225.55,14.202499999999999
59,464.06000000000006,15.045714285714284
8,472.39,26.93285714285714
28,322.67999999999995,24.455
22,524.98,37.78666666666667
85,472.02,29.974285714285713
16,335.8,26.6
35,283.56,23.215
52,79.67,8.42
71,382.25,13.707999999999998
98,790.8399999999999,23.597
99,444.26,27.466250000000002
47,800.77,27.903750000000002
96,435.58,23.900000000000002
43,275.07,34.36
5,963.5399999999998,31.58
31,249.13,18.462
100,230.17000000000002,39.56333333333333
18,280.18,31.485
70,492.21000000000004,36.098
27,308.07000000000005,19.380000000000003
61,222.96,31.104999999999997
75,580.34,26.220000000000002
17,323.78,27.958000000000006
26,332.62,33.84666666666667
46,621.6700000000001,33.266666666666666
78,527.0999999999999,27.268333333333334
77,196.81,14.045
89,557.5999999999999,36.53090909090909
6,370.33000000000004,35.434000000000005
60,233.71999999999997,35.86
68,368.77,38.013333333333335
90,133.49,13.93
19,444.83,20.041666666666668
23,628.3799999999999,20.687142857142856
41,182.79000000000002,23.5225
55,572.46,27.871428571428574
93,459.90999999999997,17.145714285714288
95,548.4,24.744285714285713
38,268.24,23.323333333333334
40,418.94000000000005,38.58
25,276.1,17.467499999999998
44,357.22,23.669999999999998
82,585.31,36.04857142857143
53,533.31,23.09166666666667
92,332.57,16.9925
86,488.23,28.194285714285712
58,318.3,16.3125
81,63.01,7.88
33,479.9100000000001,14.899999999999999
48,488.24,36.84142857142858
97,559.03,25.407142857142862
67,143.67000000000002,19.44333333333333
84,221.22000000000003,11.263333333333334
79,356.95,10.148333333333333
24,312.31,17.6025
9,615.09,27.58571428571429
32,288.87,11.449999999999998
88,370.76,17.648
1,642.69,29.435555555555553
20,392.95000000000005,22.427999999999997
56,337.82000000000005,25.805714285714284
36,462.15,23.525000000000002
10,135.3,36.28333333333333
37,496.38,17.71333333333333
49,135.4,38.58
63,225.3,22.792499999999997
65,393.52,28.5
4,486.92999999999995,29.141428571428573
39,815.1899999999999,30.377
62,415.13,27.626250000000002
12,649.9199999999998,23.083750000000002
83,488.12,21.225
13,251.37,10.719999999999999
14,381.58000000000004,31.97
21,79.3,14.0
66,549.97,13.543333333333335
91,371.03999999999996,17.69333333333333
94,551.79,33.86833333333333
72,296.92,23.572499999999998
74,767.3199999999999,25.073333333333334
76,447.87,29.09166666666667
2,426.81,20.16
80,585.87,33.72571428571429
50,548.26,24.97
45,261.47,28.286666666666665
57,214.87,32.04666666666667
